reading_id,meter_id,reading_date,counter_liters,previous_counter_liters,interval_days,run_id,interval_status,consumption_liters
M-0053:2026-06-03,M-0053,2026-06-03,613045,612739,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,306
M-0053:2026-06-04,M-0053,2026-06-04,613314,613045,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,269
M-0053:2026-06-05,M-0053,2026-06-05,613576,613314,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,262
M-0053:2026-06-06,M-0053,2026-06-06,613918,613576,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,342
M-0053:2026-06-07,M-0053,2026-06-07,614258,613918,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,340
M-0053:2026-06-08,M-0053,2026-06-08,614517,614258,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,259
M-0053:2026-06-09,M-0053,2026-06-09,614752,614517,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,235
M-0053:2026-06-10,M-0053,2026-06-10,615009,614752,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,257
M-0053:2026-06-11,M-0053,2026-06-11,615281,615009,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,272
M-0053:2026-06-12,M-0053,2026-06-12,615623,615281,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,342
M-0053:2026-06-13,M-0053,2026-06-13,615964,615623,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,341
M-0053:2026-06-14,M-0053,2026-06-14,616300,615964,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,336
M-0053:2026-06-15,M-0053,2026-06-15,616636,616300,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,336
M-0053:2026-06-16,M-0053,2026-06-16,616890,616636,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,254
M-0053:2026-06-17,M-0053,2026-06-17,617157,616890,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,267
M-0053:2026-06-18,M-0053,2026-06-18,617430,617157,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,273
M-0053:2026-06-19,M-0053,2026-06-19,617674,617430,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,244
M-0053:2026-06-20,M-0053,2026-06-20,617985,617674,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,311
M-0053:2026-06-21,M-0053,2026-06-21,618272,617985,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,287
M-0053:2026-06-22,M-0053,2026-06-22,618577,618272,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,305
M-0053:2026-06-23,M-0053,2026-06-23,618904,618577,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,327
M-0053:2026-06-24,M-0053,2026-06-24,619210,618904,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,306
M-0053:2026-06-25,M-0053,2026-06-25,619486,619210,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,276
M-0053:2026-06-26,M-0053,2026-06-26,619779,619486,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,293
M-0053:2026-06-27,M-0053,2026-06-27,620056,619779,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,277
M-0053:2026-06-28,M-0053,2026-06-28,620320,620056,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,264
M-0053:2026-06-29,M-0053,2026-06-29,620617,620320,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,297
M-0053:2026-06-30,M-0053,2026-06-30,620896,620617,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,279
M-0053:2026-07-01,M-0053,2026-07-01,621139,620896,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,243
M-0053:2026-07-02,M-0053,2026-07-02,621441,621139,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,302
M-0053:2026-07-03,M-0053,2026-07-03,621735,621441,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,294
M-0053:2026-07-04,M-0053,2026-07-04,622041,621735,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,306
M-0053:2026-07-05,M-0053,2026-07-05,622292,622041,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,251
M-0053:2026-07-06,M-0053,2026-07-06,622536,622292,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,244
M-0053:2026-07-07,M-0053,2026-07-07,622842,622536,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,306
M-0053:2026-07-08,M-0053,2026-07-08,623172,622842,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,330
M-0053:2026-07-09,M-0053,2026-07-09,623504,623172,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,332
M-0053:2026-07-10,M-0053,2026-07-10,623781,623504,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,277
M-0053:2026-07-11,M-0053,2026-07-11,624113,623781,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,332
M-0053:2026-07-12,M-0053,2026-07-12,624429,624113,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,316
M-0053:2026-07-13,M-0053,2026-07-13,624732,624429,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,303
M-0053:2026-07-14,M-0053,2026-07-14,625024,624732,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,292
M-0053:2026-07-15,M-0053,2026-07-15,625270,625024,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,246
M-0053:2026-07-16,M-0053,2026-07-16,625506,625270,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,236
M-0053:2026-07-17,M-0053,2026-07-17,625795,625506,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,289
M-0053:2026-07-18,M-0053,2026-07-18,626105,625795,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,310
M-0053:2026-07-19,M-0053,2026-07-19,626354,626105,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,249
M-0053:2026-07-20,M-0053,2026-07-20,626678,626354,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,324
M-0053:2026-07-21,M-0053,2026-07-21,626923,626678,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,245
M-0053:2026-07-22,M-0053,2026-07-22,627154,626923,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,231
M-0053:2026-07-23,M-0053,2026-07-23,627418,627154,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,264
M-0053:2026-07-24,M-0053,2026-07-24,627757,627418,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,339
M-0053:2026-07-25,M-0053,2026-07-25,628095,627757,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,338
M-0053:2026-07-26,M-0053,2026-07-26,628358,628095,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,263
M-0053:2026-07-27,M-0053,2026-07-27,628671,628358,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,313
M-0053:2026-07-28,M-0053,2026-07-28,628993,628671,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,322
M-0053:2026-07-29,M-0053,2026-07-29,629294,628993,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,301
M-0053:2026-07-30,M-0053,2026-07-30,629606,629294,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,312
M-0053:2026-07-31,M-0053,2026-07-31,629851,629606,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,245
M-0053:2026-08-01,M-0053,2026-08-01,630100,629851,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,249
M-0053:2026-08-02,M-0053,2026-08-02,630343,630100,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,243
M-0053:2026-08-03,M-0053,2026-08-03,630574,630343,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,231
M-0053:2026-08-04,M-0053,2026-08-04,630914,630574,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,340
M-0053:2026-08-05,M-0053,2026-08-05,631212,630914,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,298
M-0053:2026-08-06,M-0053,2026-08-06,631509,631212,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,297
M-0053:2026-08-07,M-0053,2026-08-07,631807,631509,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,298
M-0053:2026-08-08,M-0053,2026-08-08,632103,631807,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,296
M-0053:2026-08-09,M-0053,2026-08-09,632357,632103,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,254
M-0053:2026-08-10,M-0053,2026-08-10,632588,632357,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,231
M-0053:2026-08-11,M-0053,2026-08-11,632825,632588,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,237
M-0053:2026-08-12,M-0053,2026-08-12,633142,632825,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,317
M-0053:2026-08-13,M-0053,2026-08-13,633385,633142,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,243
M-0053:2026-08-14,M-0053,2026-08-14,633709,633385,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,324
M-0053:2026-08-15,M-0053,2026-08-15,633990,633709,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,281
M-0053:2026-08-16,M-0053,2026-08-16,634292,633990,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,302
M-0053:2026-08-17,M-0053,2026-08-17,634541,634292,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,249
M-0053:2026-08-18,M-0053,2026-08-18,634813,634541,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,272
M-0053:2026-08-19,M-0053,2026-08-19,635095,634813,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,282
M-0053:2026-08-20,M-0053,2026-08-20,635342,635095,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,247
M-0053:2026-08-21,M-0053,2026-08-21,635596,635342,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,254
M-0053:2026-08-22,M-0053,2026-08-22,635871,635596,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,275
M-0053:2026-08-23,M-0053,2026-08-23,636209,635871,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,338
M-0053:2026-08-24,M-0053,2026-08-24,636542,636209,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,333
M-0053:2026-08-25,M-0053,2026-08-25,636878,636542,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,336
M-0053:2026-08-26,M-0053,2026-08-26,637131,636878,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,253
M-0053:2026-08-27,M-0053,2026-08-27,637436,637131,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,305
M-0053:2026-08-28,M-0053,2026-08-28,637687,637436,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,251
M-0053:2026-08-29,M-0053,2026-08-29,637938,637687,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,251
M-0054:2026-06-01,M-0054,2026-06-01,660623,,,46d82b79-61cd-4884-bc2b-56551067447a,initial,
M-0054:2026-06-02,M-0054,2026-06-02,660827,660623,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,204
M-0054:2026-06-03,M-0054,2026-06-03,661018,660827,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,191
M-0054:2026-06-04,M-0054,2026-06-04,661220,661018,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,202
M-0054:2026-06-05,M-0054,2026-06-05,661404,661220,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,184
M-0054:2026-06-06,M-0054,2026-06-06,661601,661404,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,197
M-0054:2026-06-07,M-0054,2026-06-07,661768,661601,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,167
M-0054:2026-06-08,M-0054,2026-06-08,661992,661768,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,224
M-0054:2026-06-09,M-0054,2026-06-09,662187,661992,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,195
M-0054:2026-06-10,M-0054,2026-06-10,662377,662187,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,190
M-0054:2026-06-11,M-0054,2026-06-11,662591,662377,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,214
M-0054:2026-06-12,M-0054,2026-06-12,662816,662591,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,225
M-0054:2026-06-13,M-0054,2026-06-13,663029,662816,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,213
M-0054:2026-06-14,M-0054,2026-06-14,663236,663029,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,207
M-0054:2026-06-15,M-0054,2026-06-15,663472,663236,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,236
M-0054:2026-06-16,M-0054,2026-06-16,663701,663472,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,229
M-0054:2026-06-17,M-0054,2026-06-17,663908,663701,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,207
M-0054:2026-06-18,M-0054,2026-06-18,664109,663908,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,201
M-0054:2026-06-19,M-0054,2026-06-19,664341,664109,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,232
M-0054:2026-06-20,M-0054,2026-06-20,664508,664341,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,167
M-0054:2026-06-21,M-0054,2026-06-21,664754,664508,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,246
M-0054:2026-06-22,M-0054,2026-06-22,664961,664754,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,207
M-0054:2026-06-23,M-0054,2026-06-23,665157,664961,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,196
M-0054:2026-06-24,M-0054,2026-06-24,665381,665157,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,224
M-0054:2026-06-25,M-0054,2026-06-25,665591,665381,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,210
M-0054:2026-06-26,M-0054,2026-06-26,665797,665591,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,206
M-0054:2026-06-27,M-0054,2026-06-27,666013,665797,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,216
M-0054:2026-06-28,M-0054,2026-06-28,666181,666013,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,168
M-0054:2026-06-29,M-0054,2026-06-29,666369,666181,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,188
M-0054:2026-06-30,M-0054,2026-06-30,666566,666369,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,197
M-0054:2026-07-01,M-0054,2026-07-01,666755,666566,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,189
M-0054:2026-07-02,M-0054,2026-07-02,666987,666755,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,232
M-0054:2026-07-03,M-0054,2026-07-03,667189,666987,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,202
M-0054:2026-07-04,M-0054,2026-07-04,667388,667189,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,199
M-0054:2026-07-05,M-0054,2026-07-05,667602,667388,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,214
M-0054:2026-07-06,M-0054,2026-07-06,667770,667602,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,168
M-0054:2026-07-07,M-0054,2026-07-07,667976,667770,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,206
M-0054:2026-07-08,M-0054,2026-07-08,668152,667976,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,176
M-0054:2026-07-09,M-0054,2026-07-09,668384,668152,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,232
M-0054:2026-07-10,M-0054,2026-07-10,668585,668384,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,201
M-0054:2026-07-11,M-0054,2026-07-11,668808,668585,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,223
M-0054:2026-07-12,M-0054,2026-07-12,668981,668808,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,173
M-0054:2026-07-13,M-0054,2026-07-13,669209,668981,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,228
M-0054:2026-07-14,M-0054,2026-07-14,669450,669209,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,241
M-0054:2026-07-15,M-0054,2026-07-15,669671,669450,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,221
M-0054:2026-07-16,M-0054,2026-07-16,669846,669671,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,175
M-0054:2026-07-17,M-0054,2026-07-17,670044,669846,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,198
M-0054:2026-07-18,M-0054,2026-07-18,670245,670044,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,201
M-0054:2026-07-19,M-0054,2026-07-19,670424,670245,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,179
M-0054:2026-07-20,M-0054,2026-07-20,670636,670424,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,212
M-0054:2026-07-21,M-0054,2026-07-21,670858,670636,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,222
M-0054:2026-07-22,M-0054,2026-07-22,671039,670858,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,181
M-0054:2026-07-23,M-0054,2026-07-23,671240,671039,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,201
M-0054:2026-07-24,M-0054,2026-07-24,671425,671240,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,185
M-0054:2026-07-25,M-0054,2026-07-25,671646,671425,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,221
M-0054:2026-07-26,M-0054,2026-07-26,671884,671646,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,238
M-0054:2026-07-27,M-0054,2026-07-27,672113,671884,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,229
M-0054:2026-07-28,M-0054,2026-07-28,672336,672113,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,223
M-0054:2026-07-29,M-0054,2026-07-29,672510,672336,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,174
M-0054:2026-07-30,M-0054,2026-07-30,672683,672510,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,173
M-0054:2026-07-31,M-0054,2026-07-31,672884,672683,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,201
M-0054:2026-08-01,M-0054,2026-08-01,673078,672884,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,194
M-0054:2026-08-02,M-0054,2026-08-02,673285,673078,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,207
M-0054:2026-08-03,M-0054,2026-08-03,673480,673285,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,195
M-0054:2026-08-04,M-0054,2026-08-04,673709,673480,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,229
M-0054:2026-08-05,M-0054,2026-08-05,673915,673709,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,206
M-0054:2026-08-06,M-0054,2026-08-06,674157,673915,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,242
M-0054:2026-08-07,M-0054,2026-08-07,674352,674157,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,195
M-0054:2026-08-08,M-0054,2026-08-08,674547,674352,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,195
M-0054:2026-08-09,M-0054,2026-08-09,674774,674547,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,227
M-0054:2026-08-10,M-0054,2026-08-10,675013,674774,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,239
M-0054:2026-08-11,M-0054,2026-08-11,675223,675013,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,210
M-0054:2026-08-12,M-0054,2026-08-12,675441,675223,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,218
M-0054:2026-08-13,M-0054,2026-08-13,675617,675441,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,176
M-0054:2026-08-14,M-0054,2026-08-14,675852,675617,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,235
M-0054:2026-08-15,M-0054,2026-08-15,676031,675852,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,179
M-0054:2026-08-16,M-0054,2026-08-16,676253,676031,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,222
M-0054:2026-08-17,M-0054,2026-08-17,676451,676253,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,198
M-0054:2026-08-18,M-0054,2026-08-18,676640,676451,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,189
M-0054:2026-08-19,M-0054,2026-08-19,676867,676640,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,227
M-0054:2026-08-20,M-0054,2026-08-20,677068,676867,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,201
M-0054:2026-08-21,M-0054,2026-08-21,677283,677068,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,215
M-0054:2026-08-22,M-0054,2026-08-22,677457,677283,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,174
M-0054:2026-08-23,M-0054,2026-08-23,677632,677457,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,175
M-0054:2026-08-24,M-0054,2026-08-24,677813,677632,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,181
M-0054:2026-08-25,M-0054,2026-08-25,678028,677813,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,215
M-0054:2026-08-26,M-0054,2026-08-26,678213,678028,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,185
M-0054:2026-08-27,M-0054,2026-08-27,678415,678213,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,202
M-0054:2026-08-28,M-0054,2026-08-28,678649,678415,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,234
M-0054:2026-08-29,M-0054,2026-08-29,678858,678649,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,209
M-0075:2026-06-01,M-0075,2026-06-01,856470,,,46d82b79-61cd-4884-bc2b-56551067447a,initial,
M-0075:2026-06-02,M-0075,2026-06-02,857255,856470,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,785
M-0075:2026-06-03,M-0075,2026-06-03,857900,857255,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,645
M-0075:2026-06-04,M-0075,2026-06-04,858756,857900,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,856
M-0075:2026-06-05,M-0075,2026-06-05,859420,858756,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,664
M-0075:2026-06-06,M-0075,2026-06-06,860169,859420,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,749
M-0075:2026-06-07,M-0075,2026-06-07,860823,860169,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,654
M-0075:2026-06-08,M-0075,2026-06-08,861720,860823,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,897
M-0075:2026-06-09,M-0075,2026-06-09,862567,861720,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,847
M-0075:2026-06-10,M-0075,2026-06-10,863323,862567,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,756
M-0075:2026-06-11,M-0075,2026-06-11,864091,863323,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,768
M-0075:2026-06-12,M-0075,2026-06-12,864715,864091,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,624
M-0075:2026-06-13,M-0075,2026-06-13,865472,864715,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,757
M-0075:2026-06-14,M-0075,2026-06-14,866165,865472,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,693
M-0075:2026-06-15,M-0075,2026-06-15,866875,866165,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,710
M-0075:2026-06-16,M-0075,2026-06-16,867750,866875,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,875
M-0075:2026-06-17,M-0075,2026-06-17,868490,867750,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,740
M-0075:2026-06-18,M-0075,2026-06-18,869212,868490,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,722
M-0075:2026-06-19,M-0075,2026-06-19,869862,869212,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,650
M-0075:2026-06-20,M-0075,2026-06-20,870742,869862,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,880
M-0075:2026-06-21,M-0075,2026-06-21,871494,870742,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,752
M-0075:2026-06-22,M-0075,2026-06-22,872241,871494,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,747
M-0075:2026-06-23,M-0075,2026-06-23,873013,872241,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,772
M-0075:2026-06-24,M-0075,2026-06-24,873810,873013,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,797
M-0075:2026-06-25,M-0075,2026-06-25,874654,873810,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,844
M-0075:2026-06-26,M-0075,2026-06-26,875581,874654,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,927
M-0075:2026-06-27,M-0075,2026-06-27,876211,875581,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,630
M-0075:2026-06-28,M-0075,2026-06-28,876953,876211,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,742
M-0075:2026-06-29,M-0075,2026-06-29,877730,876953,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,777
M-0075:2026-06-30,M-0075,2026-06-30,878572,877730,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,842
M-0075:2026-07-01,M-0075,2026-07-01,879480,878572,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,908
M-0075:2026-07-02,M-0075,2026-07-02,880378,879480,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,898
M-0075:2026-07-03,M-0075,2026-07-03,881265,880378,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,887
M-0075:2026-07-04,M-0075,2026-07-04,881955,881265,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,690
M-0075:2026-07-05,M-0075,2026-07-05,882592,881955,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,637
M-0075:2026-07-06,M-0075,2026-07-06,883216,882592,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,624
M-0075:2026-07-07,M-0075,2026-07-07,884013,883216,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,797
M-0075:2026-07-08,M-0075,2026-07-08,884802,884013,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,789
M-0075:2026-07-09,M-0075,2026-07-09,885503,884802,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,701
M-0075:2026-07-10,M-0075,2026-07-10,886322,885503,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,819
M-0075:2026-07-11,M-0075,2026-07-11,887215,886322,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,893
M-0075:2026-07-12,M-0075,2026-07-12,887870,887215,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,655
M-0075:2026-07-13,M-0075,2026-07-13,888681,887870,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,811
M-0075:2026-07-14,M-0075,2026-07-14,889499,888681,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,818
M-0075:2026-07-15,M-0075,2026-07-15,890256,889499,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,757
M-0075:2026-07-16,M-0075,2026-07-16,891009,890256,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,753
M-0075:2026-07-17,M-0075,2026-07-17,891677,891009,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,668
M-0075:2026-07-18,M-0075,2026-07-18,892520,891677,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,843
M-0075:2026-07-19,M-0075,2026-07-19,893283,892520,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,763
M-0075:2026-07-20,M-0075,2026-07-20,894037,893283,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,754
